2 0.000001
5002 0.021573
10002 0.061609
15002 0.137587
20002 0.245421
25002 0.380425
30002 0.561998
35002 0.752161
40002 0.995665
45002 1.256391
50002 1.564640
55002 1.888840
60002 2.237312
65002 2.607274
70002 3.032453
75002 3.458056
80002 3.960902
85002 4.502774
90002 5.060105
95002 5.557711
