2 0.000001
5002 0.010392
10002 0.017005
15002 0.037917
20002 0.066809
25002 0.103952
30002 0.147413
35002 0.198182
40002 0.264361
45002 0.332045
50002 0.405837
55002 0.496630
60002 0.588475
65002 0.692263
70002 0.795747
75002 0.923844
80002 1.043850
85002 1.179927
90002 1.320909
95002 1.461974
