       1 0.000000
    5001 0.031826
   10001 0.109499
   15001 0.249012
   20001 0.438837
   25001 0.687349
   30001 0.994256
   35001 1.342611
   40001 1.763819
   45001 2.225136
   50001 2.750235
   55001 3.331535
   60001 3.946052
   65001 4.645075
   70001 5.404660
   75001 6.212303
   80001 7.029395
   85001 7.914855
   90001 8.905051
   95001 9.905073
