1 0.000001
5001 0.034945
10001 0.106115
15001 0.232854
20001 0.410047
25001 0.637480
30001 0.918800
35001 1.247833
40001 1.625720
45001 2.051472
50001 2.535418
55001 3.052567
60001 3.640730
65001 4.261979
70001 4.948126
75001 5.673552
80001 6.447370
85001 7.295806
90001 8.156004
95001 9.082756
