100 0.000027
400 0.000105
700 0.000046
1000 0.000064
1300 0.000115
1600 0.000106
1900 0.000125
2200 0.000144
2500 0.000167
2800 0.000182
3100 0.000206
3400 0.000220
3700 0.000247
4000 0.000332
4300 0.000279
4600 0.000294
4900 0.000317
5200 0.000339
5500 0.000354
5800 0.000450
6100 0.000490
6400 0.000497
6700 0.000434
7000 0.000451
7300 0.000487
7600 0.000490
7900 0.000601
8200 0.000543
8500 0.000554
8800 0.000646
9100 0.000594
9400 0.000611
9700 0.000699
10000 0.000661
10300 0.000673
10600 0.000693
10900 0.000717
11200 0.000734
11500 0.000739
11800 0.000883
12100 0.000779
12400 0.000803
12700 0.000830
13000 0.000861
13300 0.000871
13600 0.000885
13900 0.000906
14200 0.000940
14500 0.000941
14800 0.000964
15100 0.001085
15400 0.001003
15700 0.001021
16000 0.001044
16300 0.001064
16600 0.001078
16900 0.001085
17200 0.001156
17500 0.001171
17800 0.001245
18100 0.001196
18400 0.001209
18700 0.001229
19000 0.001249
19300 0.001266
19600 0.001284
19900 0.001300
20200 0.001312
20500 0.001441
20800 0.001342
21100 0.001395
21400 0.001414
21700 0.001416
22000 0.001427
22300 0.001459
22600 0.001494
22900 0.001699
23200 0.001528
23500 0.001590
23800 0.001580
24100 0.001590
24400 0.001613
24700 0.001622
25000 0.001986
25300 0.001898
25600 0.001688
25900 0.001729
26200 0.001789
26500 0.002210
26800 0.002189
27100 0.002136
27400 0.002187
27700 0.002437
28000 0.002167
28300 0.001987
28600 0.001981
28900 0.001905
29200 0.001986
29500 0.001932
29800 0.002004
30100 0.002022
30400 0.002076
30700 0.002021
31000 0.002105
31300 0.002054
31600 0.002075
31900 0.002143
32200 0.002211
32500 0.002399
32800 0.002314
33100 0.002323
33400 0.002329
33700 0.002365
34000 0.002512
34300 0.002319
34600 0.002340
34900 0.002397
35200 0.002384
35500 0.002588
35800 0.002364
36100 0.002370
36400 0.002415
36700 0.002407
37000 0.002440
37300 0.002490
37600 0.002503
37900 0.002545
38200 0.002537
38500 0.002536
38800 0.002563
39100 0.002592
39400 0.002600
39700 0.002629
40000 0.002671
40300 0.002719
40600 0.002698
40900 0.002741
41200 0.002712
41500 0.002767
41800 0.002852
42100 0.002805
42400 0.002856
42700 0.002836
43000 0.002972
43300 0.002879
43600 0.002874
43900 0.002882
44200 0.002954
44500 0.003155
44800 0.003682
45100 0.003159
45400 0.003120
45700 0.003293
46000 0.003214
46300 0.003156
46600 0.003452
46900 0.003255
47200 0.003255
47500 0.003245
47800 0.003228
48100 0.003238
48400 0.003238
48700 0.003298
49000 0.003255
49300 0.003261
49600 0.003442
49900 0.003357
50200 0.003338
50500 0.003421
50800 0.003488
51100 0.003483
51400 0.003425
51700 0.003424
52000 0.003671
52300 0.003548
52600 0.003516
52900 0.003588
53200 0.003733
53500 0.003667
53800 0.003688
54100 0.003647
54400 0.003802
54700 0.003624
55000 0.003660
55300 0.003756
55600 0.003736
55900 0.003767
56200 0.003831
56500 0.003861
56800 0.003814
57100 0.003821
57400 0.003861
57700 0.003951
58000 0.003867
58300 0.003941
58600 0.003972
58900 0.004097
59200 0.003907
59500 0.004010
59800 0.004103
60100 0.004037
60400 0.004088
60700 0.004075
61000 0.004132
61300 0.004179
61600 0.004128
61900 0.004292
62200 0.004320
62500 0.004205
62800 0.004413
63100 0.004332
63400 0.004316
63700 0.004364
64000 0.004473
64300 0.004380
64600 0.005145
64900 0.004578
65200 0.004584
65500 0.004498
65800 0.004537
66100 0.004545
66400 0.004590
66700 0.004606
67000 0.004572
67300 0.004607
67600 0.004628
67900 0.004580
68200 0.004592
68500 0.004738
68800 0.005571
69100 0.004719
69400 0.004958
69700 0.005026
70000 0.004969
70300 0.005130
70600 0.004866
70900 0.004741
71200 0.004828
71500 0.004850
71800 0.004784
72100 0.005030
72400 0.004873
72700 0.004896
73000 0.005006
73300 0.005000
73600 0.005009
73900 0.005155
74200 0.004987
74500 0.005025
74800 0.005110
75100 0.005079
75400 0.005056
75700 0.005336
76000 0.005194
76300 0.005204
76600 0.005381
76900 0.005138
77200 0.005279
77500 0.005232
77800 0.005201
78100 0.005342
78400 0.005366
78700 0.005258
79000 0.005401
79300 0.005300
79600 0.005405
79900 0.005419
80200 0.005394
80500 0.005523
80800 0.005656
81100 0.005440
81400 0.005615
81700 0.005771
82000 0.005546
82300 0.005586
82600 0.005530
82900 0.005658
83200 0.005655
83500 0.005679
83800 0.005817
84100 0.005717
84400 0.005667
84700 0.005796
85000 0.005731
85300 0.005849
85600 0.006040
85900 0.005818
86200 0.005898
86500 0.005824
86800 0.005868
87100 0.006009
87400 0.005950
87700 0.006027
88000 0.005930
88300 0.005978
88600 0.005928
88900 0.005987
89200 0.006145
89500 0.006066
89800 0.006139
90100 0.006187
90400 0.006131
90700 0.006286
91000 0.006154
91300 0.006646
91600 0.006225
91900 0.006258
92200 0.006367
92500 0.006397
92800 0.006505
93100 0.007299
93400 0.006915
93700 0.006343
94000 0.006446
94300 0.006575
94600 0.006443
94900 0.006450
95200 0.006590
95500 0.006604
95800 0.006633
96100 0.006565
96400 0.006536
96700 0.006652
97000 0.006723
97300 0.006605
97600 0.006767
97900 0.006783
98200 0.006841
98500 0.006971
98800 0.006806
99100 0.006687
99400 0.006952
99700 0.006900
